June 20, 2016   18:11:19
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160620\2000 rpm cv2.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 0.001

Segment 1:

Segment 2:

Segment 3:
Ep = 0.151V
ip = 1.267e-5A
Ah = 1.260e-4C

Segment 4:

Segment 5:
Ep = 0.159V
ip = 1.185e-5A
Ah = 1.176e-4C

Segment 6:

Current 2:

Segment 1:

Segment 2:

Segment 3:

Segment 4:
Ep = -0.037V
ip = -2.681e-8A
Ah = -1.156e-7C

Ep = -0.281V
ip = -1.960e-8A
Ah = -7.120e-8C

Segment 5:
Segment 6:

Potential/V	i1/A	i2/A
0.575	2.757e-5	-7.658e-6
0.576	2.759e-5	-7.655e-6
0.577	2.766e-5	-7.663e-6
0.578	2.771e-5	-7.658e-6
0.579	2.774e-5	-7.657e-6
0.580	2.781e-5	-7.650e-6
0.581	2.785e-5	-7.654e-6
0.582	2.792e-5	-7.660e-6
0.583	2.798e-5	-7.658e-6
0.584	2.799e-5	-7.662e-6
0.585	2.808e-5	-7.658e-6
0.586	2.810e-5	-7.660e-6
0.587	2.816e-5	-7.653e-6
0.588	2.826e-5	-7.652e-6
0.589	2.827e-5	-7.666e-6
0.590	2.837e-5	-7.674e-6
0.591	2.845e-5	-7.658e-6
0.592	2.845e-5	-7.680e-6
0.593	2.853e-5	-7.670e-6
0.594	2.858e-5	-7.672e-6
0.595	2.864e-5	-7.678e-6
0.596	2.873e-5	-7.674e-6
0.597	2.873e-5	-7.664e-6
0.598	2.880e-5	-7.668e-6
0.599	2.887e-5	-7.668e-6
0.600	2.886e-5	-7.660e-6
0.601	2.894e-5	-7.654e-6
0.602	2.897e-5	-7.657e-6
0.603	2.903e-5	-7.665e-6
0.604	2.911e-5	-7.658e-6
0.605	2.912e-5	-7.658e-6
0.606	2.923e-5	-7.661e-6
0.607	2.932e-5	-7.659e-6
0.608	2.936e-5	-7.667e-6
0.609	2.948e-5	-7.677e-6
0.610	2.952e-5	-7.672e-6
0.611	2.958e-5	-7.668e-6
