June 20, 2016   17:21:11
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160620\1000 rpm cv.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 1e-6

Segment 1:

Segment 2:

Segment 3:
Ep = 0.127V
ip = 6.858e-6A
Ah = 6.810e-5C

Segment 4:

Segment 5:
Ep = 0.127V
ip = 4.556e-6A
Ah = 4.718e-5C

Segment 6:

Current 2:

Segment 1:

Segment 2:
Ep = 0.014V
ip = -3.683e-11A
Ah = -1.393e-10C

Segment 3:
Segment 4:
Ep = -0.039V
ip = -2.221e-11A
Ah = -4.340e-11C

Segment 5:
Segment 6:

Potential/V	i1/A	i2/A
0.547	4.101e-5	-7.658e-9
0.548	4.107e-5	-7.662e-9
0.549	4.105e-5	-7.658e-9
0.550	4.111e-5	-7.665e-9
0.551	4.118e-5	-7.660e-9
0.552	4.118e-5	-7.649e-9
0.553	4.126e-5	-7.649e-9
0.554	4.128e-5	-7.661e-9
0.555	4.132e-5	-7.658e-9
0.556	4.142e-5	-7.650e-9
0.557	4.138e-5	-7.647e-9
0.558	4.148e-5	-7.652e-9
0.559	4.155e-5	-7.660e-9
0.560	4.154e-5	-7.661e-9
0.561	4.165e-5	-7.647e-9
0.562	4.168e-5	-7.658e-9
0.563	4.177e-5	-7.651e-9
0.564	4.186e-5	-7.659e-9
0.565	4.186e-5	-7.670e-9
0.566	4.194e-5	-7.658e-9
0.567	4.200e-5	-7.649e-9
0.568	4.199e-5	-7.669e-9
0.569	4.211e-5	-7.669e-9
0.570	4.215e-5	-7.666e-9
0.571	4.220e-5	-7.656e-9
0.572	4.232e-5	-7.657e-9
0.573	4.229e-5	-7.666e-9
0.574	4.240e-5	-7.673e-9
0.575	4.249e-5	-7.672e-9
0.576	4.251e-5	-7.662e-9
0.577	4.264e-5	-7.657e-9
0.578	4.271e-5	-7.667e-9
0.579	4.277e-5	-7.676e-9
0.580	4.289e-5	-7.663e-9
0.581	4.290e-5	-7.669e-9
0.582	4.300e-5	-7.670e-9
0.583	4.309e-5	-7.652e-9
0.584	4.312e-5	-7.661e-9
0.585	4.327e-5	-7.658e-9
0.586	4.331e-5	-7.665e-9
0.587	4.339e-5	-7.670e-9
0.588	4.354e-5	-7.675e-9
0.589	4.354e-5	-7.673e-9
0.590	4.365e-5	-7.675e-9
0.591	4.375e-5	-7.659e-9
0.592	4.376e-5	-7.671e-9
0.593	4.389e-5	-7.661e-9
0.594	4.395e-5	-7.665e-9
0.595	4.403e-5	-7.680e-9
0.596	4.416e-5	-7.675e-9
0.597	4.420e-5	-7.662e-9
0.598	4.431e-5	-7.658e-9
0.599	4.441e-5	-7.673e-9
0.600	4.446e-5	-7.660e-9
0.601	4.464e-5	-7.660e-9
0.602	4.471e-5	-7.673e-9
0.603	4.481e-5	-7.674e-9
0.604	4.496e-5	-7.667e-9
0.605	4.499e-5	-7.666e-9
0.606	4.513e-5	-7.668e-9
0.607	4.524e-5	-7.665e-9
