June 20, 2016   16:54:22
Cyclic Voltammetry
File: c:\users\potentio2\desktop\suda\20160620\750 rpm cv.txt
Data Source:  Experiment
Instrument Model:  CHI7082E
Header: 
Note: 

Init E (V) = 0
High E (V) = 0.9
Low E (V) = -0.6
Init P/N = P
Scan Rate (V/s) = 0.01
Segment = 6
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Sens 2 (A/V) = 1e-6

Segment 1:

Segment 2:

Segment 3:
Ep = 0.151V
ip = 1.112e-5A
Ah = 1.080e-4C

Segment 4:

Segment 5:
Ep = 0.153V
ip = 1.094e-5A
Ah = 1.109e-4C

Segment 6:

Current 2:

Segment 1:

Segment 2:

Segment 3:
Segment 4:
Ep = -0.245V
ip = -1.708e-11A
Ah = -1.633e-11C

Segment 5:
Segment 6:

Potential/V	i1/A	i2/A
0.566	2.996e-5	-7.667e-9
0.567	3.003e-5	-7.670e-9
0.568	3.002e-5	-7.668e-9
0.569	3.011e-5	-7.663e-9
0.570	3.014e-5	-7.675e-9
0.571	3.018e-5	-7.668e-9
0.572	3.026e-5	-7.681e-9
0.573	3.020e-5	-7.666e-9
0.574	3.027e-5	-7.666e-9
0.575	3.035e-5	-7.658e-9
0.576	3.033e-5	-7.677e-9
0.577	3.044e-5	-7.659e-9
0.578	3.048e-5	-7.658e-9
0.579	3.050e-5	-7.660e-9
0.580	3.058e-5	-7.658e-9
0.581	3.058e-5	-7.658e-9
0.582	3.065e-5	-7.656e-9
0.583	3.073e-5	-7.652e-9
0.584	3.073e-5	-7.653e-9
0.585	3.082e-5	-7.651e-9
0.586	3.085e-5	-7.645e-9
0.587	3.089e-5	-7.637e-9
0.588	3.098e-5	-7.644e-9
0.589	3.095e-5	-7.633e-9
0.590	3.104e-5	-7.648e-9
0.591	3.111e-5	-7.635e-9
0.592	3.110e-5	-7.642e-9
0.593	3.119e-5	-7.635e-9
0.594	3.124e-5	-7.645e-9
0.595	3.128e-5	-7.646e-9
0.596	3.139e-5	-7.643e-9
0.597	3.139e-5	-7.648e-9
